moods,time_segment,city,state,time_zone,temperature_f,weather,profile_id,drink_name,drink_notes
calm,morning,Chula Vista,CA,America/Los_Angeles,63,overcast,house_blend,Lavender oat flat white,Oat milk flat white with lavender and vanilla.
anxious|calm|angry,afternoon,Tampa,FL,America/New_York,42,fog,espresso_smooth,Rosey oat latte,Espresso; oat milk; rose syrup; and cardamom.
angry,morning,Houston,TX,America/Chicago,30,snow,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
sad|happy|lonely,evening,Omaha,NE,America/Chicago,64,showers,house_blend,Vanilla chamomile,Chamomile tea; vanilla bean; and steamed milk.
happy,afternoon,Atlanta,GA,America/New_York,53,fog,sparkling_refresh,Citrus cold brew spritz,Cold brew; grapefruit soda; honey; and a twist of lime.
sad|curious|angry,morning,Las Vegas,NV,America/Los_Angeles,50,mostly clear,cacao_comfort,Soft cacao mocha,Espresso; cocoa; vanilla; and warm milk.
angry|curious|anxious,evening,Stockton,CA,America/Los_Angeles,51,showers,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
curious,evening,Jacksonville,FL,America/New_York,45,showers,espresso_smooth,Black sesame latte,Espresso; black sesame; and steamed milk.
angry|calm|hopeful,morning,Denver,CO,America/Denver,69,overcast,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
happy,afternoon,San Antonio,TX,America/Chicago,59,mostly clear,sparkling_refresh,Citrus cold brew spritz,Cold brew; grapefruit soda; honey; and a twist of lime.
sad|restless,morning,Fort Worth,TX,America/Chicago,62,mostly clear,cacao_comfort,Soft cacao mocha,Espresso; cocoa; vanilla; and warm milk.
restless|motivated|lonely,evening,Las Vegas,NV,America/Los_Angeles,66,clear,cacao_comfort,Peppermint mocha,Espresso; cocoa; peppermint; and steamed milk.
sad,afternoon,New Orleans,LA,America/Chicago,41,fog,espresso_smooth,Honey oat latte,Espresso; oat milk; and a slow drizzle of honey.
stressed|sad|gloomy,afternoon,St. Paul,MN,America/Chicago,47,drizzle,tea_floral,Black tea tonic,Assam tea; tonic; lemon; and a touch of sage.
bored|anxious|angry,morning,Raleigh,NC,America/New_York,30,snow,matcha_creamy,Tropical iced matcha,Matcha; coconut milk; pineapple; and lime zest.
bored|calm|curious,afternoon,Corpus Christi,TX,America/Chicago,59,mostly clear,espresso_bold,Sparkling yuzu espresso,Espresso; yuzu soda; and mint.
anxious|calm,morning,Lexington,KY,America/New_York,40,drizzle,tea_floral,Ginger citrus tea,Black tea; ginger; lemon; and a touch of honey.
angry|anxious,morning,Irvine,CA,America/Los_Angeles,51,showers,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
tired|anxious|curious,evening,Albuquerque,NM,America/Denver,79,thunderstorm,tea_floral,Cocoa hush steamer,Cocoa; brown sugar; cinnamon; and warm almond milk.
bored|gloomy|sad,afternoon,Fort Wayne,IN,America/Indiana/Indianapolis,63,overcast,espresso_bold,Sparkling yuzu espresso,Espresso; yuzu soda; and mint.
restless,morning,Colorado Springs,CO,America/Denver,78,mixed conditions,cold_brew_refresh,Bright lime cold brew,Cold brew; lime; and a touch of agave.
hopeful|curious|gloomy,afternoon,Orlando,FL,America/New_York,68,mostly clear,tea_floral,Sparkling peach tea,White tea; peach; and soda.
lonely|stressed|curious,afternoon,St. Louis,MO,America/Chicago,59,mixed conditions,espresso_smooth,Honey almond latte,Espresso; almond milk; and soft honey.
happy|gloomy,morning,Colorado Springs,CO,America/Denver,56,mostly clear,sparkling_refresh,Sunrise espresso tonic,Double espresso; tonic; orange peel; and rosemary mist.
hopeful|happy|motivated,afternoon,St. Louis,MO,America/Chicago,75,thunderstorm,tea_floral,Sparkling peach tea,White tea; peach; and soda.
hopeful,morning,Oakland,CA,America/Los_Angeles,45,rain,matcha_creamy,Citrus matcha,Matcha; lemon; and oat milk.
gloomy|lonely|sad,evening,Tulsa,OK,America/Chicago,33,snow,house_blend,Smoky cacao,Cacao; smoked salt; and warm milk.
hopeful|angry|sad,afternoon,Raleigh,NC,America/New_York,54,overcast,tea_floral,Sparkling peach tea,White tea; peach; and soda.
gloomy|bored|hopeful,afternoon,Omaha,NE,America/Chicago,64,mixed conditions,espresso_smooth,Maple oat latte,Espresso; oat milk; and maple syrup.
lonely|angry,evening,Houston,TX,America/Chicago,58,clear,cacao_comfort,Cocoa comfort,Cocoa; warm milk; and a pinch of cinnamon.
tired|curious|angry,afternoon,Durham,NC,America/New_York,57,fog,tea_floral,Maple chai blanket,Black tea; chai spice; maple; and vanilla cream.
curious,afternoon,Philadelphia,PA,America/New_York,74,clear,cold_brew_refresh,Yuzu cold brew,Cold brew; yuzu; and sparkling water.
motivated|angry|numb,afternoon,Minneapolis,MN,America/Chicago,58,mixed conditions,cold_brew_refresh,Iced oat americano,Espresso; water; and a splash of oat milk.
numb|stressed,morning,Irvine,CA,America/Los_Angeles,62,thunderstorm,espresso_smooth,Warm vanilla latte,Espresso; vanilla; and steamed milk.
numb|stressed,morning,Lincoln,NE,America/Chicago,54,drizzle,espresso_smooth,Warm vanilla latte,Espresso; vanilla; and steamed milk.
angry|calm,evening,Anchorage,AK,America/Anchorage,57,mostly clear,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
sad,evening,Miami,FL,America/New_York,45,rain,house_blend,Vanilla chamomile,Chamomile tea; vanilla bean; and steamed milk.
lonely|angry|restless,evening,Anchorage,AK,America/Anchorage,44,snow,cacao_comfort,Cocoa comfort,Cocoa; warm milk; and a pinch of cinnamon.
gloomy|anxious,morning,Baltimore,MD,America/New_York,67,mixed conditions,cacao_comfort,Mocha drizzle,Espresso; cocoa; and dark sugar.
angry,afternoon,Memphis,TN,America/Chicago,75,clear,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
tired|restless,morning,Omaha,NE,America/Chicago,45,drizzle,espresso_smooth,Toasted hazelnut latte,Espresso; steamed oat milk; hazelnut; and cinnamon dust.
lonely,evening,Los Angeles,CA,America/Los_Angeles,62,rain,cacao_comfort,Cocoa comfort,Cocoa; warm milk; and a pinch of cinnamon.
sad|stressed|numb,morning,Nashville,TN,America/Chicago,57,fog,cacao_comfort,Soft cacao mocha,Espresso; cocoa; vanilla; and warm milk.
gloomy|curious,afternoon,Cincinnati,OH,America/New_York,47,showers,espresso_smooth,Maple oat latte,Espresso; oat milk; and maple syrup.
stressed|gloomy|tired,morning,El Paso,TX,America/Denver,62,rain,house_blend,Clean shot cortado,Ristretto; silky milk; and a hint of cacao nib.
angry,evening,Minneapolis,MN,America/Chicago,41,drizzle,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
bored,morning,San Francisco,CA,America/Los_Angeles,62,overcast,matcha_creamy,Tropical iced matcha,Matcha; coconut milk; pineapple; and lime zest.
sad|happy|restless,morning,Philadelphia,PA,America/New_York,56,showers,cacao_comfort,Soft cacao mocha,Espresso; cocoa; vanilla; and warm milk.
angry|anxious,evening,Austin,TX,America/Chicago,50,showers,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
anxious,evening,Denver,CO,America/Denver,54,rain,house_blend,Warm almond cacao,Cacao; almond milk; and a pinch of cinnamon.
anxious|gloomy,afternoon,Memphis,TN,America/Chicago,42,snow,espresso_smooth,Rosey oat latte,Espresso; oat milk; rose syrup; and cardamom.
angry,evening,Los Angeles,CA,America/Los_Angeles,53,showers,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
numb,morning,Fort Wayne,IN,America/Indiana/Indianapolis,49,drizzle,espresso_smooth,Warm vanilla latte,Espresso; vanilla; and steamed milk.
numb|hopeful|motivated,morning,Honolulu,HI,Pacific/Honolulu,70,thunderstorm,espresso_smooth,Warm vanilla latte,Espresso; vanilla; and steamed milk.
tired,evening,Sacramento,CA,America/Los_Angeles,67,mostly clear,tea_floral,Cocoa hush steamer,Cocoa; brown sugar; cinnamon; and warm almond milk.
motivated|numb,morning,El Paso,TX,America/Denver,33,snow,house_blend,Straight shot macchiato,Espresso with a spoon of foam.
lonely|anxious|stressed,evening,Greensboro,NC,America/New_York,57,mostly clear,cacao_comfort,Cocoa comfort,Cocoa; warm milk; and a pinch of cinnamon.
calm|stressed|sad,morning,Cleveland,OH,America/New_York,56,mostly clear,house_blend,Lavender oat flat white,Oat milk flat white with lavender and vanilla.
calm|angry|motivated,morning,Seattle,WA,America/Los_Angeles,63,clear,house_blend,Lavender oat flat white,Oat milk flat white with lavender and vanilla.
stressed,evening,Bakersfield,CA,America/Los_Angeles,51,rain,tea_floral,Jasmine clarity latte,Jasmine tea concentrate; milk; and a whisper of honey.
stressed|curious,afternoon,El Paso,TX,America/Denver,70,thunderstorm,tea_floral,Black tea tonic,Assam tea; tonic; lemon; and a touch of sage.
happy|hopeful,morning,Raleigh,NC,America/New_York,62,clear,sparkling_refresh,Sunrise espresso tonic,Double espresso; tonic; orange peel; and rosemary mist.
stressed,morning,St. Paul,MN,America/Chicago,57,fog,house_blend,Clean shot cortado,Ristretto; silky milk; and a hint of cacao nib.
hopeful,morning,Cleveland,OH,America/New_York,73,thunderstorm,matcha_creamy,Citrus matcha,Matcha; lemon; and oat milk.
angry,morning,Minneapolis,MN,America/Chicago,63,mostly clear,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
happy|tired,morning,San Jose,CA,America/Los_Angeles,48,drizzle,sparkling_refresh,Sunrise espresso tonic,Double espresso; tonic; orange peel; and rosemary mist.
gloomy|bored,evening,Stockton,CA,America/Los_Angeles,50,overcast,house_blend,Smoky cacao,Cacao; smoked salt; and warm milk.
gloomy|stressed,morning,Aurora,CO,America/Denver,61,mixed conditions,cacao_comfort,Mocha drizzle,Espresso; cocoa; and dark sugar.
stressed|anxious,morning,Phoenix,AZ,America/Phoenix,34,snow,house_blend,Clean shot cortado,Ristretto; silky milk; and a hint of cacao nib.
numb|angry,morning,Miami,FL,America/New_York,63,showers,espresso_smooth,Warm vanilla latte,Espresso; vanilla; and steamed milk.
stressed|hopeful|sad,evening,Nashville,TN,America/Chicago,42,snow,tea_floral,Jasmine clarity latte,Jasmine tea concentrate; milk; and a whisper of honey.
motivated|calm,morning,Bakersfield,CA,America/Los_Angeles,54,rain,house_blend,Straight shot macchiato,Espresso with a spoon of foam.
angry|lonely|bored,evening,Stockton,CA,America/Los_Angeles,56,drizzle,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
anxious,morning,Cleveland,OH,America/New_York,61,mixed conditions,tea_floral,Ginger citrus tea,Black tea; ginger; lemon; and a touch of honey.
angry,evening,Santa Ana,CA,America/Los_Angeles,60,rain,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
angry,evening,Philadelphia,PA,America/New_York,51,rain,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
gloomy,morning,Fort Wayne,IN,America/Indiana/Indianapolis,59,mostly clear,cacao_comfort,Mocha drizzle,Espresso; cocoa; and dark sugar.
hopeful|stressed,afternoon,Chula Vista,CA,America/Los_Angeles,74,thunderstorm,tea_floral,Sparkling peach tea,White tea; peach; and soda.
curious|gloomy,afternoon,Orlando,FL,America/New_York,81,clear,cold_brew_refresh,Yuzu cold brew,Cold brew; yuzu; and sparkling water.
motivated|restless|tired,morning,Kansas City,MO,America/Chicago,47,drizzle,house_blend,Straight shot macchiato,Espresso with a spoon of foam.
happy|gloomy,morning,New York,NY,America/New_York,60,showers,sparkling_refresh,Sunrise espresso tonic,Double espresso; tonic; orange peel; and rosemary mist.
angry,morning,Fort Worth,TX,America/Chicago,59,overcast,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
calm,evening,Jacksonville,FL,America/New_York,63,overcast,tea_floral,Chamomile vanilla steam,Chamomile; vanilla bean; and warm milk.
bored,morning,Miami,FL,America/New_York,53,showers,matcha_creamy,Tropical iced matcha,Matcha; coconut milk; pineapple; and lime zest.
angry|calm|motivated,morning,Fort Wayne,IN,America/Indiana/Indianapolis,60,overcast,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
gloomy,evening,Atlanta,GA,America/New_York,76,clear,house_blend,Smoky cacao,Cacao; smoked salt; and warm milk.
lonely,evening,St. Louis,MO,America/Chicago,74,clear,cacao_comfort,Cocoa comfort,Cocoa; warm milk; and a pinch of cinnamon.
calm,afternoon,Boston,MA,America/New_York,40,snow,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
angry,evening,Portland,OR,America/Los_Angeles,48,showers,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
angry|anxious,evening,Anchorage,AK,America/Anchorage,58,clear,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
sad|happy|motivated,afternoon,Colorado Springs,CO,America/Denver,53,drizzle,espresso_smooth,Honey oat latte,Espresso; oat milk; and a slow drizzle of honey.
motivated,afternoon,Philadelphia,PA,America/New_York,62,thunderstorm,cold_brew_refresh,Iced oat americano,Espresso; water; and a splash of oat milk.
restless,morning,San Jose,CA,America/Los_Angeles,81,mixed conditions,cold_brew_refresh,Bright lime cold brew,Cold brew; lime; and a touch of agave.
gloomy|calm,morning,San Diego,CA,America/Los_Angeles,49,rain,cacao_comfort,Mocha drizzle,Espresso; cocoa; and dark sugar.
gloomy|motivated,morning,Fort Worth,TX,America/Chicago,58,overcast,cacao_comfort,Mocha drizzle,Espresso; cocoa; and dark sugar.
motivated,morning,Santa Ana,CA,America/Los_Angeles,48,showers,house_blend,Straight shot macchiato,Espresso with a spoon of foam.
calm|gloomy|bored,afternoon,Seattle,WA,America/Los_Angeles,50,rain,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
numb|restless,afternoon,Seattle,WA,America/Los_Angeles,47,rain,cacao_comfort,Cocoa oat,Cocoa; oat milk; and a hint of salt.
lonely,evening,Lincoln,NE,America/Chicago,44,fog,cacao_comfort,Cocoa comfort,Cocoa; warm milk; and a pinch of cinnamon.
curious|tired,evening,San Antonio,TX,America/Chicago,68,thunderstorm,espresso_smooth,Black sesame latte,Espresso; black sesame; and steamed milk.
curious,morning,Jacksonville,FL,America/New_York,57,clear,house_blend,Cardamom cortado,Espresso; milk; and cardamom.
curious|calm,afternoon,Lincoln,NE,America/Chicago,70,mixed conditions,cold_brew_refresh,Yuzu cold brew,Cold brew; yuzu; and sparkling water.
lonely|stressed|angry,evening,Jacksonville,FL,America/New_York,70,clear,cacao_comfort,Cocoa comfort,Cocoa; warm milk; and a pinch of cinnamon.
curious|bored,morning,Durham,NC,America/New_York,60,showers,house_blend,Cardamom cortado,Espresso; milk; and cardamom.
curious,evening,Santa Ana,CA,America/Los_Angeles,69,thunderstorm,espresso_smooth,Black sesame latte,Espresso; black sesame; and steamed milk.
tired,morning,Santa Ana,CA,America/Los_Angeles,68,thunderstorm,espresso_smooth,Toasted hazelnut latte,Espresso; steamed oat milk; hazelnut; and cinnamon dust.
gloomy|bored|numb,morning,Orlando,FL,America/New_York,76,thunderstorm,cacao_comfort,Mocha drizzle,Espresso; cocoa; and dark sugar.
angry|anxious,evening,Chula Vista,CA,America/Los_Angeles,49,rain,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
anxious|gloomy|calm,morning,Lexington,KY,America/New_York,72,thunderstorm,tea_floral,Ginger citrus tea,Black tea; ginger; lemon; and a touch of honey.
motivated,morning,Durham,NC,America/New_York,80,mixed conditions,house_blend,Straight shot macchiato,Espresso with a spoon of foam.
happy,afternoon,Durham,NC,America/New_York,64,rain,sparkling_refresh,Citrus cold brew spritz,Cold brew; grapefruit soda; honey; and a twist of lime.
numb|angry|restless,evening,Durham,NC,America/New_York,51,mostly clear,house_blend,Quiet chamomile,Chamomile tea with soft honey.
happy,afternoon,Arlington,TX,America/Chicago,43,snow,sparkling_refresh,Citrus cold brew spritz,Cold brew; grapefruit soda; honey; and a twist of lime.
bored|anxious,afternoon,Omaha,NE,America/Chicago,81,mixed conditions,espresso_bold,Sparkling yuzu espresso,Espresso; yuzu soda; and mint.
hopeful|numb|calm,morning,Fort Wayne,IN,America/Indiana/Indianapolis,76,thunderstorm,matcha_creamy,Citrus matcha,Matcha; lemon; and oat milk.
numb|calm,evening,San Jose,CA,America/Los_Angeles,48,rain,house_blend,Quiet chamomile,Chamomile tea with soft honey.
happy|angry,evening,Charlotte,NC,America/New_York,65,overcast,matcha_creamy,Golden matcha cloud,Matcha; oat milk; turmeric; and a salted honey cap.
sad|angry|tired,evening,Portland,OR,America/Los_Angeles,31,snow,house_blend,Vanilla chamomile,Chamomile tea; vanilla bean; and steamed milk.
happy|tired|curious,morning,Cincinnati,OH,America/New_York,43,snow,sparkling_refresh,Sunrise espresso tonic,Double espresso; tonic; orange peel; and rosemary mist.
tired,evening,Miami,FL,America/New_York,40,drizzle,tea_floral,Cocoa hush steamer,Cocoa; brown sugar; cinnamon; and warm almond milk.
lonely|anxious|happy,afternoon,New Orleans,LA,America/Chicago,68,overcast,espresso_smooth,Honey almond latte,Espresso; almond milk; and soft honey.
happy|angry,evening,Philadelphia,PA,America/New_York,74,thunderstorm,matcha_creamy,Golden matcha cloud,Matcha; oat milk; turmeric; and a salted honey cap.
stressed|hopeful|angry,afternoon,San Jose,CA,America/Los_Angeles,49,drizzle,tea_floral,Black tea tonic,Assam tea; tonic; lemon; and a touch of sage.
bored|curious|sad,afternoon,Corpus Christi,TX,America/Chicago,56,mostly clear,espresso_bold,Sparkling yuzu espresso,Espresso; yuzu soda; and mint.
gloomy,evening,Chula Vista,CA,America/Los_Angeles,58,overcast,house_blend,Smoky cacao,Cacao; smoked salt; and warm milk.
restless|tired|motivated,evening,Omaha,NE,America/Chicago,53,drizzle,cacao_comfort,Peppermint mocha,Espresso; cocoa; peppermint; and steamed milk.
angry,morning,Portland,OR,America/Los_Angeles,45,drizzle,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
tired,morning,Newark,NJ,America/New_York,54,showers,espresso_smooth,Toasted hazelnut latte,Espresso; steamed oat milk; hazelnut; and cinnamon dust.
angry|curious,afternoon,Philadelphia,PA,America/New_York,44,fog,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
sad|calm,evening,Atlanta,GA,America/New_York,63,showers,house_blend,Vanilla chamomile,Chamomile tea; vanilla bean; and steamed milk.
happy|tired,afternoon,Greensboro,NC,America/New_York,60,thunderstorm,sparkling_refresh,Citrus cold brew spritz,Cold brew; grapefruit soda; honey; and a twist of lime.
hopeful|stressed|angry,evening,Portland,OR,America/Los_Angeles,32,snow,espresso_smooth,Lavender honey latte,Espresso; lavender; and honey.
tired|curious,evening,Indianapolis,IN,America/Indiana/Indianapolis,32,snow,tea_floral,Cocoa hush steamer,Cocoa; brown sugar; cinnamon; and warm almond milk.
stressed|sad,morning,Oakland,CA,America/Los_Angeles,58,mostly clear,house_blend,Clean shot cortado,Ristretto; silky milk; and a hint of cacao nib.
happy,morning,Phoenix,AZ,America/Phoenix,59,rain,sparkling_refresh,Sunrise espresso tonic,Double espresso; tonic; orange peel; and rosemary mist.
calm|bored|anxious,morning,San Jose,CA,America/Los_Angeles,44,snow,house_blend,Lavender oat flat white,Oat milk flat white with lavender and vanilla.
restless|sad|bored,morning,Irvine,CA,America/Los_Angeles,56,overcast,cold_brew_refresh,Bright lime cold brew,Cold brew; lime; and a touch of agave.
tired|lonely,morning,Washington,DC,America/New_York,53,rain,espresso_smooth,Toasted hazelnut latte,Espresso; steamed oat milk; hazelnut; and cinnamon dust.
tired|curious,morning,Oklahoma City,OK,America/Chicago,71,mixed conditions,espresso_smooth,Toasted hazelnut latte,Espresso; steamed oat milk; hazelnut; and cinnamon dust.
lonely|restless,evening,Chicago,IL,America/Chicago,68,mostly clear,cacao_comfort,Cocoa comfort,Cocoa; warm milk; and a pinch of cinnamon.
angry|gloomy|numb,evening,Pittsburgh,PA,America/New_York,42,snow,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
motivated,afternoon,Tulsa,OK,America/Chicago,50,drizzle,cold_brew_refresh,Iced oat americano,Espresso; water; and a splash of oat milk.
stressed,morning,Oklahoma City,OK,America/Chicago,55,fog,house_blend,Clean shot cortado,Ristretto; silky milk; and a hint of cacao nib.
hopeful|restless|calm,morning,Toledo,OH,America/New_York,42,fog,matcha_creamy,Citrus matcha,Matcha; lemon; and oat milk.
restless|bored,afternoon,Fort Worth,TX,America/Chicago,57,rain,espresso_bold,Minted espresso shaker,Espresso; mint; and lightly sweetened milk.
angry|restless,afternoon,El Paso,TX,America/Denver,61,showers,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
motivated|angry|sad,afternoon,Greensboro,NC,America/New_York,32,snow,cold_brew_refresh,Iced oat americano,Espresso; water; and a splash of oat milk.
anxious|gloomy,evening,Colorado Springs,CO,America/Denver,49,fog,house_blend,Warm almond cacao,Cacao; almond milk; and a pinch of cinnamon.
anxious|hopeful,afternoon,San Jose,CA,America/Los_Angeles,63,mostly clear,espresso_smooth,Rosey oat latte,Espresso; oat milk; rose syrup; and cardamom.
bored,afternoon,St. Louis,MO,America/Chicago,51,showers,espresso_bold,Sparkling yuzu espresso,Espresso; yuzu soda; and mint.
calm,afternoon,Boston,MA,America/New_York,59,mostly clear,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
happy|curious|angry,afternoon,Washington,DC,America/New_York,56,overcast,sparkling_refresh,Citrus cold brew spritz,Cold brew; grapefruit soda; honey; and a twist of lime.
angry|hopeful|gloomy,morning,Durham,NC,America/New_York,44,snow,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
angry|anxious|calm,evening,Fort Wayne,IN,America/Indiana/Indianapolis,59,fog,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
curious|hopeful|tired,afternoon,Durham,NC,America/New_York,71,clear,cold_brew_refresh,Yuzu cold brew,Cold brew; yuzu; and sparkling water.
angry|stressed|motivated,afternoon,Honolulu,HI,Pacific/Honolulu,59,mixed conditions,sparkling_refresh,Hibiscus nitro fizz,Nitro cold brew; hibiscus; berry shrub; and soda.
motivated,morning,Santa Ana,CA,America/Los_Angeles,50,overcast,house_blend,Straight shot macchiato,Espresso with a spoon of foam.
tired|motivated,morning,Pittsburgh,PA,America/New_York,32,snow,espresso_smooth,Toasted hazelnut latte,Espresso; steamed oat milk; hazelnut; and cinnamon dust.
numb|gloomy|bored,evening,Tucson,AZ,America/Phoenix,68,clear,house_blend,Quiet chamomile,Chamomile tea with soft honey.
sad|happy|tired,morning,Columbus,OH,America/New_York,46,drizzle,cacao_comfort,Soft cacao mocha,Espresso; cocoa; vanilla; and warm milk.
gloomy|lonely|numb,afternoon,Anchorage,AK,America/Anchorage,45,fog,espresso_smooth,Maple oat latte,Espresso; oat milk; and maple syrup.
angry|calm|stressed,evening,Charlotte,NC,America/New_York,60,showers,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
angry|gloomy|restless,morning,San Francisco,CA,America/Los_Angeles,77,clear,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
bored,evening,Baltimore,MD,America/New_York,55,rain,espresso_smooth,Black sesame latte,Espresso; black sesame; and steamed milk.
lonely|anxious,afternoon,Anchorage,AK,America/Anchorage,61,showers,espresso_smooth,Honey almond latte,Espresso; almond milk; and soft honey.
motivated|angry,afternoon,St. Paul,MN,America/Chicago,70,clear,cold_brew_refresh,Iced oat americano,Espresso; water; and a splash of oat milk.
tired|sad|hopeful,evening,Lexington,KY,America/New_York,60,showers,tea_floral,Cocoa hush steamer,Cocoa; brown sugar; cinnamon; and warm almond milk.
calm|stressed,morning,Chicago,IL,America/Chicago,48,fog,house_blend,Lavender oat flat white,Oat milk flat white with lavender and vanilla.
lonely|hopeful|angry,evening,Plano,TX,America/Chicago,65,thunderstorm,cacao_comfort,Cocoa comfort,Cocoa; warm milk; and a pinch of cinnamon.
calm|bored|motivated,evening,Tampa,FL,America/New_York,40,fog,tea_floral,Chamomile vanilla steam,Chamomile; vanilla bean; and warm milk.
happy|hopeful|angry,evening,Detroit,MI,America/Detroit,60,clear,matcha_creamy,Golden matcha cloud,Matcha; oat milk; turmeric; and a salted honey cap.
gloomy|anxious,afternoon,Orlando,FL,America/New_York,84,clear,espresso_smooth,Maple oat latte,Espresso; oat milk; and maple syrup.
hopeful|gloomy|angry,morning,Fort Worth,TX,America/Chicago,61,rain,matcha_creamy,Citrus matcha,Matcha; lemon; and oat milk.
bored|restless,evening,Dallas,TX,America/Chicago,79,mixed conditions,espresso_smooth,Black sesame latte,Espresso; black sesame; and steamed milk.
calm,morning,Tampa,FL,America/New_York,50,showers,house_blend,Lavender oat flat white,Oat milk flat white with lavender and vanilla.
curious,evening,St. Louis,MO,America/Chicago,57,rain,espresso_smooth,Black sesame latte,Espresso; black sesame; and steamed milk.
angry|anxious|stressed,morning,Tulsa,OK,America/Chicago,60,showers,cold_brew_refresh,Spiced cacao espresso,Espresso; cacao; ancho chili; and smoked sea salt.
tired|angry|hopeful,afternoon,St. Louis,MO,America/Chicago,63,thunderstorm,tea_floral,Maple chai blanket,Black tea; chai spice; maple; and vanilla cream.
restless,afternoon,Oakland,CA,America/Los_Angeles,57,mixed conditions,espresso_bold,Minted espresso shaker,Espresso; mint; and lightly sweetened milk.
sad,morning,New Orleans,LA,America/Chicago,65,mostly clear,cacao_comfort,Soft cacao mocha,Espresso; cocoa; vanilla; and warm milk.
hopeful|sad|tired,evening,Cincinnati,OH,America/New_York,61,mostly clear,espresso_smooth,Lavender honey latte,Espresso; lavender; and honey.
sad|gloomy|numb,morning,Lexington,KY,America/New_York,60,rain,cacao_comfort,Soft cacao mocha,Espresso; cocoa; vanilla; and warm milk.
hopeful|bored|gloomy,evening,San Jose,CA,America/Los_Angeles,62,mostly clear,espresso_smooth,Lavender honey latte,Espresso; lavender; and honey.
motivated,evening,Toledo,OH,America/New_York,46,showers,tea_floral,Cascara tea,Coffee cherry tea; citrus; and honey.
calm|numb,afternoon,New York,NY,America/New_York,68,clear,tea_floral,Coconut jasmine cooler,Jasmine tea; coconut water; and yuzu.
bored,evening,Las Vegas,NV,America/Los_Angeles,63,mostly clear,espresso_smooth,Black sesame latte,Espresso; black sesame; and steamed milk.
gloomy|hopeful,morning,Seattle,WA,America/Los_Angeles,59,overcast,cacao_comfort,Mocha drizzle,Espresso; cocoa; and dark sugar.
angry|anxious|hopeful,evening,Aurora,CO,America/Denver,62,mixed conditions,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
angry|tired,evening,Memphis,TN,America/Chicago,41,drizzle,espresso_smooth,Miso caramel latte,Espresso; miso caramel; and velvety oat milk.
curious,afternoon,Columbus,OH,America/New_York,59,mixed conditions,cold_brew_refresh,Yuzu cold brew,Cold brew; yuzu; and sparkling water.
numb,afternoon,Oklahoma City,OK,America/Chicago,58,drizzle,cacao_comfort,Cocoa oat,Cocoa; oat milk; and a hint of salt.
stressed,evening,Newark,NJ,America/New_York,65,mixed conditions,tea_floral,Jasmine clarity latte,Jasmine tea concentrate; milk; and a whisper of honey.
stressed|angry,evening,Dallas,TX,America/Chicago,50,drizzle,tea_floral,Jasmine clarity latte,Jasmine tea concentrate; milk; and a whisper of honey.
sad,afternoon,San Francisco,CA,America/Los_Angeles,78,mixed conditions,espresso_smooth,Honey oat latte,Espresso; oat milk; and a slow drizzle of honey.
